strain,time,rep,nt,ht,nt-dil,ht-dil
Spo_0A,7680,A,18,0,5,2
Spo_0A,7680,B,24,0,5,2
Spo_0A,7680,C,16,0,5,2
Spo_0A,7680,D,18,0,5,2
Spo_0A,7728,A,23,0,5,2
Spo_0A,7728,B,15,0,5,2
Spo_0A,7728,C,26,0,5,2
Spo_0A,7728,D,19,0,5,2
Spo_0A,7776,A,20,0,5,2
Spo_0A,7776,B,17,0,5,2
Spo_0A,7776,C,16,0,5,2
Spo_0A,7776,D,18,0,5,2
Spo_0A,7824,A,13,0,5,2
Spo_0A,7824,B,13,0,5,2
Spo_0A,7824,C,14,0,5,2
Spo_0A,7824,D,18,0,5,2
Spo_0A,7872,A,13,0,5,2
Spo_0A,7872,B,10,0,5,2
Spo_0A,7872,C,18,0,5,2
Spo_0A,7872,D,12,0,5,2
Spo_0A,7920,A,10,0,5,2
Spo_0A,7920,B,11,0,5,2
Spo_0A,7920,C,12,0,5,2
Spo_0A,7920,D,6,0,5,2
Spo_0A,7968,A,8,0,5,2
Spo_0A,7968,B,19,0,5,2
Spo_0A,7968,C,6,0,5,2
Spo_0A,7968,D,5,0,5,2
Spo_0A,8016,A,6,0,5,2
Spo_0A,8016,B,6,0,5,2
Spo_0A,8016,C,6,0,5,2
Spo_0A,8016,D,11,0,5,2
Spo_0A,8064,A,105,0,4,2
Spo_0A,8064,B,79,0,4,2
Spo_0A,8064,C,61,0,4,2
Spo_0A,8064,D,89,0,4,2
Spo_0A,8112,A,85,0,4,2
Spo_0A,8112,B,145,0,4,2
Spo_0A,8112,C,109,0,4,2
Spo_0A,8112,D,106,0,4,2
Spo_0A,8160,A,127,0,4,2
Spo_0A,8160,B,72,0,4,2
Spo_0A,8160,C,71,0,4,2
Spo_0A,8160,D,87,0,4,2
Spo_0A,8208,A,166,0,4,2
Spo_0A,8208,B,142,0,4,2
Spo_0A,8208,C,158,0,4,2
Spo_0A,8208,D,165,0,4,2
Spo_0A,8256,A,27,0,5,2
Spo_0A,8256,B,24,0,5,2
Spo_0A,8256,C,22,0,5,2
Spo_0A,8256,D,20,0,5,2
Spo_0A,8304,A,219,0,4,2
Spo_0A,8304,B,223,0,4,2
Spo_0A,8304,C,195,0,4,2
Spo_0A,8304,D,161,0,4,2
Spo_0A,8352,A,98,0,4,2
Spo_0A,8352,B,125,0,4,2
Spo_0A,8352,C,88,0,4,2
Spo_0A,8352,D,120,0,4,2
Spo_0A,8400,A,72,0,4,2
Spo_0A,8400,B,90,0,4,2
Spo_0A,8400,C,78,0,4,2
Spo_0A,8400,D,97,0,4,2
Spo_0A,8448,A,60,0,4,2
Spo_0A,8448,B,101,0,4,2
Spo_0A,8448,C,83,0,4,2
Spo_0A,8448,D,95,0,4,2
Spo_0A,8496,A,71,0,4,2
Spo_0A,8496,B,96,0,4,2
Spo_0A,8496,C,105,0,4,2
Spo_0A,8496,D,71,0,4,2
Spo_0A,8544,A,54,0,4,2
Spo_0A,8544,B,51,0,4,2
Spo_0A,8544,C,57,0,4,2
Spo_0A,8544,D,47,0,4,2
Spo_0A,8592,A,58,0,4,2
Spo_0A,8592,B,65,0,4,2
Spo_0A,8592,C,89,0,4,2
Spo_0A,8592,D,55,0,4,2
Spo_0A,8640,A,69,0,4,2
Spo_0A,8640,B,71,0,4,2
Spo_0A,8640,C,70,0,4,2
Spo_0A,8640,D,82,0,4,2
Spo_0A,8688,A,32,0,4,2
Spo_0A,8688,B,39,0,4,2
Spo_0A,8688,C,22,0,4,2
Spo_0A,8688,D,38,0,4,2
Spo_0A,8736,A,42,0,4,2
Spo_0A,8736,B,61,0,4,2
Spo_0A,8736,C,50,0,4,2
Spo_0A,8736,D,63,0,4,2
Spo_0A,8784,A,65,0,4,2
Spo_0A,8784,B,68,0,4,2
Spo_0A,8784,C,55,0,4,2
Spo_0A,8784,D,66,0,4,2
Spo_0A,8832,A,34,0,4,2
Spo_0A,8832,B,41,0,4,2
Spo_0A,8832,C,35,0,4,2
Spo_0A,8832,D,36,0,4,2
Spo_0A,8880,A,51,0,4,2
Spo_0A,8880,B,36,0,4,2
Spo_0A,8880,C,33,0,4,2
Spo_0A,8880,D,38,0,4,2
Spo_0A,8928,A,52,0,4,2
Spo_0A,8928,B,67,0,4,2
Spo_0A,8928,C,51,0,4,2
Spo_0A,8928,D,66,0,4,2
Spo_0A,8976,A,101,0,4,2
Spo_0A,8976,B,97,0,4,2
Spo_0A,8976,C,95,0,4,2
Spo_0A,8976,D,101,0,4,2
Spo_0A,9024,A,142,0,4,2
Spo_0A,9024,B,131,0,4,2
Spo_0A,9024,C,143,0,4,2
Spo_0A,9024,D,141,0,4,2
Spo_0A,9072,A,172,0,4,2
Spo_0A,9072,B,163,0,4,2
Spo_0A,9072,C,157,0,4,2
Spo_0A,9072,D,167,0,4,2
Spo_0A,9120,A,75,0,5,2
Spo_0A,9120,B,73,0,5,2
Spo_0A,9120,C,71,0,5,2
Spo_0A,9120,D,98,0,5,2
Spo_0A,9168,A,78,0,5,2
Spo_0A,9168,B,86,0,5,2
Spo_0A,9168,C,62,0,5,2
Spo_0A,9168,D,62,0,5,2
Spo_0A,9216,A,82,0,5,2
Spo_0A,9216,B,85,0,5,2
Spo_0A,9216,C,86,0,5,2
Spo_0A,9216,D,98,0,5,2
Spo_0A,9264,A,55,0,5,2
Spo_0A,9264,B,95,0,5,2
Spo_0A,9264,C,59,0,5,2
Spo_0A,9264,D,85,0,5,2
Spo_0A,9312,A,50,0,5,2
Spo_0A,9312,B,45,0,5,2
Spo_0A,9312,C,46,0,5,2
Spo_0A,9312,D,56,0,5,2
Spo_0A,9360,A,28,0,5,2
Spo_0A,9360,B,26,0,5,2
Spo_0A,9360,C,31,0,5,2
Spo_0A,9360,D,29,0,5,2
Spo_0A,9408,A,88,0,5,2
Spo_0A,9408,B,105,0,5,2
Spo_0A,9408,C,138,0,5,2
Spo_0A,9408,D,106,0,5,2
Spo_0A,9456,A,98,0,5,2
Spo_0A,9456,B,93,0,5,2
Spo_0A,9456,C,110,0,5,2
Spo_0A,9456,D,115,0,5,2
Spo_0A,9504,A,82,0,5,2
Spo_0A,9504,B,50,0,5,2
Spo_0A,9504,C,59,0,5,2
Spo_0A,9504,D,72,0,5,2
Spo_0A,9552,A,71,0,5,2
Spo_0A,9552,B,74,0,5,2
Spo_0A,9552,C,59,0,5,2
Spo_0A,9552,D,57,0,5,2
Spo_0A,9600,A,69,0,5,2
Spo_0A,9600,B,94,0,5,2
Spo_0A,9600,C,73,0,5,2
Spo_0A,9600,D,99,0,5,2
Spo_0A,9648,A,106,0,5,2
Spo_0A,9648,B,69,0,5,2
Spo_0A,9648,C,93,0,5,2
Spo_0A,9648,D,116,0,5,2
Spo_0A,9696,A,93,0,5,2
Spo_0A,9696,B,94,0,5,2
Spo_0A,9696,C,93,0,5,2
Spo_0A,9696,D,84,0,5,2
Spo_0A,9744,A,136,0,5,2
Spo_0A,9744,B,152,0,5,2
Spo_0A,9744,C,118,0,5,2
Spo_0A,9744,D,129,0,5,2
Spo_0A,9792,A,128,0,5,2
Spo_0A,9792,B,137,0,5,2
Spo_0A,9792,C,119,0,5,2
Spo_0A,9792,D,123,0,5,2
Spo_0A,9840,A,137,0,5,2
Spo_0A,9840,B,113,0,5,2
Spo_0A,9840,C,94,0,5,2
Spo_0A,9840,D,96,0,5,2
Spo_0A,9888,A,123,0,5,2
Spo_0A,9888,B,108,0,5,2
Spo_0A,9888,C,94,0,5,2
Spo_0A,9888,D,126,0,5,2
Spo_0A,9936,A,96,0,5,2
Spo_0A,9936,B,125,0,5,2
Spo_0A,9936,C,122,0,5,2
Spo_0A,9936,D,167,0,5,2
Spo_0A,9984,A,131,0,5,2
Spo_0A,9984,B,125,0,5,2
Spo_0A,9984,C,140,0,5,2
Spo_0A,9984,D,104,0,5,2
Spo_0A,10032,A,30,0,5,2
Spo_0A,10032,B,41,0,5,2
Spo_0A,10032,C,33,0,5,2
Spo_0A,10032,D,50,0,5,2
Spo_0A,10080,A,20,0,5,2
Spo_0A,10080,B,35,0,5,2
Spo_0A,10080,C,33,0,5,2
Spo_0A,10080,D,39,0,5,2
Spo_0A,10128,A,234,0,4,2
Spo_0A,10128,B,240,0,4,2
Spo_0A,10128,C,223,0,4,2
Spo_0A,10128,D,198,0,4,2
Spo_0A,10176,A,6,0,5,2
Spo_0A,10176,B,15,0,5,2
Spo_0A,10176,C,28,0,5,2
Spo_0A,10176,D,14,0,5,2
Spo_0A,10224,A,11,0,5,2
Spo_0A,10224,B,17,0,5,2
Spo_0A,10224,C,11,0,5,2
Spo_0A,10224,D,12,0,5,2
Spo_0A,10272,A,8,0,5,2
Spo_0A,10272,B,15,0,5,2
Spo_0A,10272,C,18,0,5,2
Spo_0A,10272,D,13,0,5,2
Spo_0A,10320,A,18,0,5,2
Spo_0A,10320,B,13,0,5,2
Spo_0A,10320,C,15,0,5,2
Spo_0A,10320,D,12,0,5,2
Spo_0A,10368,A,7,0,5,2
Spo_0A,10368,B,3,0,5,2
Spo_0A,10368,C,4,0,5,2
Spo_0A,10368,D,3,0,5,2
Spo_0A,10416,A,159,0,4,2
Spo_0A,10416,B,139,0,4,2
Spo_0A,10416,C,157,0,4,2
Spo_0A,10416,D,167,0,4,2
Spo_0A,10464,A,237,0,4,2
Spo_0A,10464,B,269,0,4,2
Spo_0A,10464,C,224,0,4,2
Spo_0A,10464,D,218,0,4,2
Spo_0A,10512,A,195,0,4,2
Spo_0A,10512,B,217,0,4,2
Spo_0A,10512,C,251,0,4,2
Spo_0A,10512,D,294,0,4,2
Spo_0A,10560,A,175,0,4,2
Spo_0A,10560,B,141,0,4,2
Spo_0A,10560,C,176,0,4,2
Spo_0A,10560,D,158,0,4,2
Spo_0A,10608,A,125,0,4,2
Spo_0A,10608,B,155,0,4,2
Spo_0A,10608,C,161,0,4,2
Spo_0A,10608,D,194,0,4,2
Spo_0A,10656,A,129,0,4,2
Spo_0A,10656,B,95,0,4,2
Spo_0A,10656,C,108,0,4,2
Spo_0A,10656,D,105,0,4,2
Spo_0A,10704,A,49,0,4,2
Spo_0A,10704,B,76,0,4,2
Spo_0A,10704,C,69,0,4,2
Spo_0A,10704,D,77,0,4,2
Spo_0A,10752,A,97,0,4,2
Spo_0A,10752,B,92,0,4,2
Spo_0A,10752,C,75,0,4,2
Spo_0A,10752,D,75,0,4,2
Spo_0A,10800,A,88,0,4,2
Spo_0A,10800,B,94,0,4,2
Spo_0A,10800,C,58,0,4,2
Spo_0A,10800,D,74,0,4,2
Spo_0A,10848,A,80,0,4,2
Spo_0A,10848,B,67,0,4,2
Spo_0A,10848,C,82,0,4,2
Spo_0A,10848,D,94,0,4,2
Spo_0A,10896,A,95,0,4,2
Spo_0A,10896,B,132,0,4,2
Spo_0A,10896,C,114,0,4,2
Spo_0A,10896,D,166,0,4,2
Spo_0A,10944,A,37,0,4,2
Spo_0A,10944,B,48,0,4,2
Spo_0A,10944,C,58,0,4,2
Spo_0A,10944,D,62,0,4,2
Spo_0A,10992,A,47,0,4,2
Spo_0A,10992,B,51,0,4,2
Spo_0A,10992,C,31,0,4,2
Spo_0A,10992,D,57,0,4,2
Spo_0A,11040,A,20,0,4,2
Spo_0A,11040,B,25,0,4,2
Spo_0A,11040,C,46,0,4,2
Spo_0A,11040,D,49,0,4,2
Spo_0A,11088,A,47,0,4,2
Spo_0A,11088,B,44,0,4,2
Spo_0A,11088,C,32,0,4,2
Spo_0A,11088,D,38,0,4,2
Spo_0A,11136,A,47,0,4,2
Spo_0A,11136,B,58,0,4,2
Spo_0A,11136,C,39,0,4,2
Spo_0A,11136,D,30,0,4,2
Spo_0A,11184,A,20,0,4,2
Spo_0A,11184,B,30,0,4,2
Spo_0A,11184,C,23,0,4,2
Spo_0A,11184,D,21,0,4,2
Spo_0A,11232,A,18,0,4,2
Spo_0A,11232,B,28,0,4,2
Spo_0A,11232,C,21,0,4,2
Spo_0A,11232,D,23,0,4,2
Spo_0A,11280,A,21,0,4,2
Spo_0A,11280,B,18,0,4,2
Spo_0A,11280,C,12,0,4,2
Spo_0A,11280,D,11,0,4,2
Spo_0A,11328,A,35,0,4,2
Spo_0A,11328,B,37,0,4,2
Spo_0A,11328,C,32,0,4,2
Spo_0A,11328,D,50,0,4,2
Spo_0A,11376,A,24,0,4,2
Spo_0A,11376,B,40,0,4,2
Spo_0A,11376,C,19,0,4,2
Spo_0A,11376,D,26,0,4,2
Spo_0A,11424,A,37,0,4,2
Spo_0A,11424,B,24,0,4,2
Spo_0A,11424,C,45,0,4,2
Spo_0A,11424,D,49,0,4,2
Spo_0A,11472,A,22,0,4,2
Spo_0A,11472,B,14,0,4,2
Spo_0A,11472,C,13,0,4,2
Spo_0A,11472,D,17,0,4,2
Spo_0A,11520,A,25,0,4,2
Spo_0A,11520,B,11,0,4,2
Spo_0A,11520,C,17,0,4,2
Spo_0A,11520,D,18,0,4,2
Spo_0A,11568,A,9,0,4,2
Spo_0A,11568,B,13,0,4,2
Spo_0A,11568,C,12,0,4,2
Spo_0A,11568,D,9,0,4,2
Spo_0A,11616,A,11,0,5,2
Spo_0A,11616,B,4,0,5,2
Spo_0A,11616,C,3,0,5,2
Spo_0A,11616,D,3,0,5,2
Spo_0A,11664,A,103,0,4,2
Spo_0A,11664,B,91,0,4,2
Spo_0A,11664,C,91,0,4,2
Spo_0A,11664,D,97,0,4,2
Spo_0A,11712,A,123,0,4,2
Spo_0A,11712,B,156,0,4,2
Spo_0A,11712,C,153,0,4,2
Spo_0A,11712,D,145,0,4,2
Spo_0A,11760,A,190,0,4,2
Spo_0A,11760,B,159,0,4,2
Spo_0A,11760,C,136,0,4,2
Spo_0A,11760,D,154,0,4,2
Spo_0A,11808,A,183,0,4,2
Spo_0A,11808,B,183,0,4,2
Spo_0A,11808,C,158,0,4,2
Spo_0A,11808,D,148,0,4,2
Spo_0A,11856,A,100,0,4,2
Spo_0A,11856,B,113,0,4,2
Spo_0A,11856,C,96,0,4,2
Spo_0A,11856,D,94,0,4,2
Spo_0A,11904,A,96,0,4,2
Spo_0A,11904,B,126,0,4,2
Spo_0A,11904,C,117,0,4,2
Spo_0A,11904,D,130,0,4,2
Spo_0A,11952,A,125,0,4,2
Spo_0A,11952,B,111,0,4,2
Spo_0A,11952,C,128,0,4,2
Spo_0A,11952,D,124,0,4,2
Spo_0A,12000,A,122,0,4,2
Spo_0A,12000,B,162,0,4,2
Spo_0A,12000,C,127,0,4,2
Spo_0A,12000,D,120,0,4,2
Spo_0A,12048,A,119,0,4,2
Spo_0A,12048,B,173,0,4,2
Spo_0A,12048,C,139,0,4,2
Spo_0A,12048,D,127,0,4,2
Spo_0A,12096,A,120,0,4,2
Spo_0A,12096,B,115,0,4,2
Spo_0A,12096,C,145,0,4,2
Spo_0A,12096,D,132,0,4,2
Spo_0A,12144,A,80,0,4,2
Spo_0A,12144,B,99,0,4,2
Spo_0A,12144,C,86,0,4,2
Spo_0A,12144,D,77,0,4,2
Spo_0A,12192,A,91,0,4,2
Spo_0A,12192,B,86,0,4,2
Spo_0A,12192,C,70,0,4,2
Spo_0A,12192,D,73,0,4,2
Spo_0A,12240,A,85,0,4,2
Spo_0A,12240,B,118,0,4,2
Spo_0A,12240,C,75,0,4,2
Spo_0A,12240,D,74,0,4,2
Spo_0A,12288,A,101,0,4,2
Spo_0A,12288,B,140,0,4,2
Spo_0A,12288,C,136,0,4,2
Spo_0A,12288,D,113,0,4,2
Spo_0A,12336,A,122,0,4,2
Spo_0A,12336,B,138,0,4,2
Spo_0A,12336,C,134,0,4,2
Spo_0A,12336,D,126,0,4,2
Spo_0A,12384,A,91,0,4,2
Spo_0A,12384,B,88,0,4,2
Spo_0A,12384,C,113,0,4,2
Spo_0A,12384,D,115,0,4,2
Spo_0A,12432,A,97,0,4,2
Spo_0A,12432,B,116,0,4,2
Spo_0A,12432,C,113,0,4,2
Spo_0A,12432,D,95,0,4,2
Spo_0A,12480,A,121,0,4,2
Spo_0A,12480,B,137,0,4,2
Spo_0A,12480,C,115,0,4,2
Spo_0A,12480,D,102,0,4,2
Spo_0A,12528,A,66,0,4,2
Spo_0A,12528,B,69,0,4,2
Spo_0A,12528,C,48,0,4,2
Spo_0A,12528,D,43,0,4,2
Spo_0A,12576,A,88,0,4,2
Spo_0A,12576,B,96,0,4,2
Spo_0A,12576,C,81,0,4,2
Spo_0A,12576,D,80,0,4,2
Spo_0A,12624,A,89,0,4,2
Spo_0A,12624,B,81,0,4,2
Spo_0A,12624,C,95,0,4,2
Spo_0A,12624,D,93,0,4,2
Spo_0A,12672,A,62,0,4,2
Spo_0A,12672,B,38,0,4,2
Spo_0A,12672,C,89,0,4,2
Spo_0A,12672,D,59,0,4,2
Spo_0A,12720,A,94,0,4,2
Spo_0A,12720,B,94,0,4,2
Spo_0A,12720,C,84,0,4,2
Spo_0A,12720,D,68,0,4,2
Spo_0A,12768,A,109,0,4,2
Spo_0A,12768,B,98,0,4,2
Spo_0A,12768,C,97,0,4,2
Spo_0A,12768,D,92,0,4,2
Spo_0A,12816,A,89,0,4,2
Spo_0A,12816,B,90,0,4,2
Spo_0A,12816,C,86,0,4,2
Spo_0A,12816,D,111,0,4,2
Spo_0A,12864,A,18,0,4,2
Spo_0A,12864,B,7,0,4,2
Spo_0A,12864,C,13,0,4,2
Spo_0A,12864,D,9,0,4,2
Spo_0A,12912,A,8,0,4,2
Spo_0A,12912,B,8,0,4,2
Spo_0A,12912,C,14,0,4,2
Spo_0A,12912,D,11,0,4,2
Spo_0A,12960,A,61,0,4,2
Spo_0A,12960,B,72,0,4,2
Spo_0A,12960,C,73,0,4,2
Spo_0A,12960,D,69,0,4,2
Spo_0A,13008,A,78,0,4,2
Spo_0A,13008,B,64,0,4,2
Spo_0A,13008,C,52,0,4,2
Spo_0A,13008,D,64,0,4,2
Spo_0A,13056,A,55,0,4,2
Spo_0A,13056,B,62,0,4,2
Spo_0A,13056,C,50,0,4,2
Spo_0A,13056,D,50,0,4,2
Spo_0A,13104,A,15,0,4,2
Spo_0A,13104,B,21,0,4,2
Spo_0A,13104,C,13,0,4,2
Spo_0A,13104,D,17,0,4,2
Spo_0A,13152,A,16,0,4,2
Spo_0A,13152,B,10,0,4,2
Spo_0A,13152,C,13,0,4,2
Spo_0A,13152,D,16,0,4,2
Spo_0A,13200,A,35,0,4,2
Spo_0A,13200,B,29,0,4,2
Spo_0A,13200,C,35,0,4,2
Spo_0A,13200,D,21,0,4,2
Spo_0A,13248,A,12,0,4,2
Spo_0A,13248,B,18,0,4,2
Spo_0A,13248,C,15,0,4,2
Spo_0A,13248,D,18,0,4,2
Spo_0A,13296,A,7,0,4,2
Spo_0A,13296,B,5,0,4,2
Spo_0A,13296,C,7,0,4,2
Spo_0A,13296,D,4,0,4,2
Spo_0A,13344,A,1,0,4,2
Spo_0A,13344,B,3,0,4,2
Spo_0A,13344,C,1,0,4,2
Spo_0A,13344,D,1,0,4,2
Spo_0A,13392,A,3,0,3,2
Spo_0A,13392,B,0,0,3,2
Spo_0A,13392,C,1,0,3,2
Spo_0A,13392,D,3,0,3,2
Spo_0A,13440,A,35,0,2,2
Spo_0A,13440,B,35,0,2,2
Spo_0A,13440,C,29,0,2,2
Spo_0A,13440,D,28,0,2,2
Spo_0A,13488,A,26,0,2,2
Spo_0A,13488,B,40,0,2,2
Spo_0A,13488,C,24,0,2,2
Spo_0A,13488,D,50,0,2,2
Spo_0A,13536,A,46,0,2,2
Spo_0A,13536,B,51,0,2,2
Spo_0A,13536,C,44,0,2,2
Spo_0A,13536,D,56,0,2,2
Spo_0A,13584,A,52,0,2,2
Spo_0A,13584,B,63,0,2,2
Spo_0A,13584,C,54,0,2,2
Spo_0A,13584,D,30,0,2,2
Spo_0A,13632,A,100,0,2,2
Spo_0A,13632,B,111,0,2,2
Spo_0A,13632,C,102,0,2,2
Spo_0A,13632,D,117,0,2,2
Spo_0A,13680,A,145,0,2,2
Spo_0A,13680,B,146,0,2,2
Spo_0A,13680,C,168,0,2,2
Spo_0A,13680,D,144,0,2,2
Spo_0A,13728,A,191,0,2,2
Spo_0A,13728,B,188,0,2,2
Spo_0A,13728,C,180,0,2,2
Spo_0A,13728,D,186,0,2,2
Spo_0A,13776,A,191,0,2,2
Spo_0A,13776,B,188,0,2,2
Spo_0A,13776,C,186,0,2,2
Spo_0A,13776,D,193,0,2,2
Spo_0A,13824,A,201,0,2,2
Spo_0A,13824,B,192,0,2,2
Spo_0A,13824,C,185,0,2,2
Spo_0A,13824,D,216,0,2,2
Spo_0A,13872,A,1,0,2,2
Spo_0A,13872,B,1,0,2,2
Spo_0A,13872,C,0,0,2,2
Spo_0A,13872,D,0,0,2,2
Spo_0A,13920,A,0,0,2,2
Spo_0A,13920,B,0,0,2,2
Spo_0A,13920,C,0,0,2,2
Spo_0A,13920,D,0,0,2,2
Spo_0A,13968,A,223,0,3,2
Spo_0A,13968,B,219,0,3,2
Spo_0A,13968,C,231,0,3,2
Spo_0A,13968,D,237,0,3,2
Spo_0A,14016,A,267,0,3,2
Spo_0A,14016,B,265,0,3,2
Spo_0A,14016,C,256,0,3,2
Spo_0A,14016,D,267,0,3,2
KBS0812,0,A,38,152,7,3
KBS0812,0,B,44,198,7,3
KBS0812,0,C,37,134,7,3
KBS0812,0,D,37,139,7,3
KBS0812,24,A,56,29,6,4
KBS0812,24,B,49,30,6,4
KBS0812,24,C,99,28,6,4
KBS0812,24,D,68,19,6,4
KBS0812,48,A,46,15,6,4
KBS0812,48,B,44,18,6,4
KBS0812,48,C,33,15,6,4
KBS0812,48,D,36,19,6,4
KBS0812,72,A,24,15,6,4
KBS0812,72,B,27,12,6,4
KBS0812,72,C,26,19,6,4
KBS0812,72,D,25,17,6,4
KBS0812,96,A,228,67,5,4
KBS0812,96,B,173,16,5,4
KBS0812,96,C,212,13,5,4
KBS0812,96,D,247,15,5,4
KBS0812,120,A,17,22,6,4
KBS0812,120,B,38,20,6,4
KBS0812,120,C,27,25,6,4
KBS0812,120,D,30,23,6,4
KBS0812,144,A,203,16,5,4
KBS0812,144,B,141,18,5,4
KBS0812,144,C,217,13,5,4
KBS0812,144,D,164,24,5,4
KBS0812,168,A,140,15,5,4
KBS0812,168,B,113,24,5,4
KBS0812,168,C,145,23,5,4
KBS0812,168,D,192,14,5,4
KBS0812,192,A,148,17,5,4
KBS0812,192,B,176,18,5,4
KBS0812,192,C,137,16,5,4
KBS0812,192,D,123,14,5,4
KBS0812,216,A,131,18,5,4
KBS0812,216,B,117,16,5,4
KBS0812,216,C,187,15,5,4
KBS0812,216,D,204,14,5,4
KBS0812,264,A,148,17,5,4
KBS0812,264,B,137,25,5,4
KBS0812,264,C,164,25,5,4
KBS0812,264,D,190,13,5,4
KBS0812,312,A,162,23,5,4
KBS0812,312,B,192,20,5,4
KBS0812,312,C,130,14,5,4
KBS0812,312,D,117,16,5,4
KBS0812,360,A,204,19,5,4
