strain,time,rep,nt,ht,nt-dil,ht-dil
KBS0812,7536,D,128,121,6,6
KBS0812,7584,A,103,89,6,6
KBS0812,7584,B,99,106,6,6
KBS0812,7584,C,149,122,6,6
KBS0812,7584,D,115,108,6,6
KBS0812,7632,A,92,114,6,6
KBS0812,7632,B,120,133,6,6
KBS0812,7632,C,127,163,6,6
KBS0812,7632,D,120,115,6,6
KBS0812,7680,A,113,78,6,6
KBS0812,7680,B,106,72,6,6
KBS0812,7680,C,109,66,6,6
KBS0812,7680,D,131,96,6,6
KBS0812,7728,A,125,97,6,6
KBS0812,7728,B,121,103,6,6
KBS0812,7728,C,117,99,6,6
KBS0812,7728,D,125,105,6,6
KBS0812,7776,A,103,90,6,6
KBS0812,7776,B,128,161,6,6
KBS0812,7776,C,118,136,6,6
KBS0812,7776,D,95,137,6,6
KBS0812,7824,A,124,120,6,6
KBS0812,7824,B,117,108,6,6
KBS0812,7824,C,145,118,6,6
KBS0812,7824,D,119,164,6,6
KBS0812,7872,A,120,110,6,6
KBS0812,7872,B,115,120,6,6
KBS0812,7872,C,123,130,6,6
KBS0812,7872,D,131,132,6,6
KBS0812,7920,A,95,111,6,6
KBS0812,7920,B,112,119,6,6
KBS0812,7920,C,101,133,6,6
KBS0812,7920,D,123,99,6,6
KBS0812,7968,A,110,117,6,6
KBS0812,7968,B,114,125,6,6
KBS0812,7968,C,130,101,6,6
KBS0812,7968,D,111,108,6,6
KBS0812,8016,A,124,116,6,6
KBS0812,8016,B,127,128,6,6
KBS0812,8016,C,97,100,6,6
KBS0812,8016,D,149,115,6,6
KBS0812,8064,A,145,138,6,6
KBS0812,8064,B,119,111,6,6
KBS0812,8064,C,133,123,6,6
KBS0812,8064,D,117,124,6,6
KBS0812,8112,A,104,134,6,6
KBS0812,8112,B,120,144,6,6
KBS0812,8112,C,135,140,6,6
KBS0812,8112,D,101,135,6,6
KBS0812,8160,A,145,121,6,6
KBS0812,8160,B,129,130,6,6
KBS0812,8160,C,165,125,6,6
KBS0812,8160,D,171,156,6,6
KBS0812,8208,A,122,133,6,6
KBS0812,8208,B,117,134,6,6
KBS0812,8208,C,118,154,6,6
KBS0812,8208,D,139,98,6,6
KBS0812,8256,A,128,121,6,6
KBS0812,8256,B,165,178,6,6
KBS0812,8256,C,171,160,6,6
KBS0812,8256,D,161,165,6,6
KBS0812,8304,A,107,89,6,6
KBS0812,8304,B,165,143,6,6
KBS0812,8304,C,139,109,6,6
KBS0812,8304,D,144,120,6,6
KBS0812,8352,A,122,130,6,6
KBS0812,8352,B,143,150,6,6
KBS0812,8352,C,146,140,6,6
KBS0812,8352,D,109,143,6,6
KBS0812,8400,A,156,152,6,6
KBS0812,8400,B,182,149,6,6
KBS0812,8400,C,179,203,6,6
KBS0812,8400,D,200,213,6,6
KBS0812,8448,A,147,133,6,6
KBS0812,8448,B,136,123,6,6
KBS0812,8448,C,153,132,6,6
KBS0812,8448,D,149,126,6,6
KBS0812,8496,A,39,35,6,6
KBS0812,8496,B,53,39,6,6
KBS0812,8496,C,46,31,6,6
KBS0812,8496,D,58,41,6,6
KBS0812,8544,A,73,44,6,6
KBS0812,8544,B,70,44,6,6
KBS0812,8544,C,39,32,6,6
KBS0812,8544,D,34,39,6,6
KBS0812,8592,A,33,45,6,6
KBS0812,8592,B,46,30,6,6
KBS0812,8592,C,49,39,6,6
KBS0812,8592,D,44,39,6,6
KBS0812,8640,A,40,41,6,6
KBS0812,8640,B,51,43,6,6
KBS0812,8640,C,76,45,6,6
KBS0812,8640,D,73,71,6,6
KBS0812,8688,A,40,34,6,6
KBS0812,8688,B,51,46,6,6
KBS0812,8688,C,40,56,6,6
KBS0812,8688,D,64,55,6,6
KBS0812,8736,A,49,37,6,6
KBS0812,8736,B,51,32,6,6
KBS0812,8736,C,56,33,6,6
KBS0812,8736,D,57,40,6,6
KBS0812,8784,A,57,37,6,6
KBS0812,8784,B,55,53,6,6
KBS0812,8784,C,42,50,6,6
KBS0812,8784,D,63,63,6,6
KBS0812,8832,A,49,56,6,6
KBS0812,8832,B,49,54,6,6
KBS0812,8832,C,60,72,6,6
KBS0812,8832,D,47,65,6,6
KBS0812,8880,A,44,45,6,6
KBS0812,8880,B,47,44,6,6
KBS0812,8880,C,45,52,6,6
KBS0812,8880,D,53,35,6,6
KBS0812,8928,A,52,42,6,6
KBS0812,8928,B,59,39,6,6
KBS0812,8928,C,68,66,6,6
KBS0812,8928,D,60,54,6,6
KBS0812,8976,A,47,33,6,6
KBS0812,8976,B,52,29,6,6
KBS0812,8976,C,38,29,6,6
KBS0812,8976,D,44,20,6,6
KBS0812,9024,A,38,26,6,6
KBS0812,9024,B,34,30,6,6
KBS0812,9024,C,37,37,6,6
KBS0812,9024,D,50,46,6,6
KBS0812,9072,A,43,25,6,6
KBS0812,9072,B,56,38,6,6
KBS0812,9072,C,59,37,6,6
KBS0812,9072,D,57,33,6,6
KBS0812,9120,A,50,32,6,6
KBS0812,9120,B,61,42,6,6
KBS0812,9120,C,30,39,6,6
KBS0812,9120,D,60,29,6,6
KBS0812,9168,A,50,28,6,6
KBS0812,9168,B,47,38,6,6
KBS0812,9168,C,62,34,6,6
KBS0812,9168,D,70,52,6,6
KBS0812,9216,A,47,38,6,6
KBS0812,9216,B,61,39,6,6
KBS0812,9216,C,77,29,6,6
KBS0812,9216,D,70,37,6,6
KBS0812,9264,A,44,44,6,6
KBS0812,9264,B,79,82,6,6
KBS0812,9264,C,61,69,6,6
KBS0812,9264,D,45,53,6,6
KBS0812,9312,A,49,32,6,6
KBS0812,9312,B,50,51,6,6
KBS0812,9312,C,51,51,6,6
KBS0812,9312,D,48,45,6,6
KBS0812,9360,A,58,39,6,6
KBS0812,9360,B,57,49,6,6
KBS0812,9360,C,44,45,6,6
KBS0812,9360,D,52,32,6,6
KBS0812,9408,A,53,45,6,6
KBS0812,9408,B,70,39,6,6
KBS0812,9408,C,34,33,6,6
KBS0812,9408,D,67,43,6,6
KBS0812,9456,A,53,38,6,6
KBS0812,9456,B,46,52,6,6
KBS0812,9456,C,50,49,6,6
KBS0812,9456,D,68,35,6,6
KBS0812,9504,A,55,22,6,6
KBS0812,9504,B,44,35,6,6
KBS0812,9504,C,40,26,6,6
KBS0812,9504,D,42,43,6,6
KBS0812,9552,A,47,37,6,6
KBS0812,9552,B,45,31,6,6
KBS0812,9552,C,43,41,6,6
KBS0812,9552,D,51,38,6,6
KBS0812,9600,A,44,36,6,6
KBS0812,9600,B,39,22,6,6
KBS0812,9600,C,68,43,6,6
KBS0812,9600,D,59,43,6,6
KBS0812,9648,A,32,36,6,6
KBS0812,9648,B,46,37,6,6
KBS0812,9648,C,57,25,6,6
KBS0812,9648,D,72,31,6,6
KBS0812,9696,A,42,44,6,6
KBS0812,9696,B,65,49,6,6
KBS0812,9696,C,62,63,6,6
KBS0812,9696,D,60,67,6,6
KBS0812,9744,A,51,35,6,6
KBS0812,9744,B,49,52,6,6
KBS0812,9744,C,57,57,6,6
KBS0812,9744,D,68,49,6,6
KBS0812,9792,A,49,47,6,6
KBS0812,9792,B,49,46,6,6
KBS0812,9792,C,54,27,6,6
KBS0812,9792,D,46,43,6,6
KBS0812,9840,A,54,41,6,6
KBS0812,9840,B,47,35,6,6
KBS0812,9840,C,62,53,6,6
KBS0812,9840,D,43,39,6,6
KBS0812,9888,A,56,42,6,6
KBS0812,9888,B,58,47,6,6
KBS0812,9888,C,58,54,6,6
KBS0812,9888,D,61,44,6,6
KBS0812,9936,A,31,31,6,6
KBS0812,9936,B,36,41,6,6
KBS0812,9936,C,34,38,6,6
KBS0812,9936,D,55,25,6,6
KBS0812,9984,A,52,31,6,6
KBS0812,9984,B,20,34,6,6
KBS0812,9984,C,35,32,6,6
KBS0812,9984,D,70,52,6,6
KBS0812,10032,A,41,43,6,6
KBS0812,10032,B,32,24,6,6
KBS0812,10032,C,30,41,6,6
KBS0812,10032,D,36,30,6,6
KBS0812,10080,A,42,36,6,6
KBS0812,10080,B,44,52,6,6
KBS0812,10080,C,61,56,6,6
KBS0812,10080,D,67,69,6,6
KBS0812,10128,A,29,25,6,6
KBS0812,10128,B,47,38,6,6
KBS0812,10128,C,61,50,6,6
KBS0812,10128,D,48,42,6,6
KBS0812,10176,A,36,26,6,6
KBS0812,10176,B,45,28,6,6
KBS0812,10176,C,68,65,6,6
KBS0812,10176,D,52,59,6,6
KBS0812,10224,A,40,61,6,6
KBS0812,10224,B,44,44,6,6
KBS0812,10224,C,52,46,6,6
KBS0812,10224,D,43,50,6,6
KBS0812,10272,A,46,51,6,6
KBS0812,10272,B,51,37,6,6
KBS0812,10272,C,65,61,6,6
KBS0812,10272,D,56,60,6,6
KBS0812,10320,A,50,47,6,6
KBS0812,10320,B,51,40,6,6
KBS0812,10320,C,37,38,6,6
KBS0812,10320,D,41,64,6,6
KBS0812,10368,A,44,43,6,6
KBS0812,10368,B,52,32,6,6
KBS0812,10368,C,51,45,6,6
KBS0812,10368,D,41,41,6,6
KBS0812,10416,A,40,36,6,6
KBS0812,10416,B,42,59,6,6
KBS0812,10416,C,37,46,6,6
KBS0812,10416,D,57,57,6,6
KBS0812,10464,A,45,48,6,6
KBS0812,10464,B,63,65,6,6
KBS0812,10464,C,54,48,6,6
KBS0812,10464,D,62,61,6,6
KBS0812,10512,A,20,34,6,6
KBS0812,10512,B,60,33,6,6
KBS0812,10512,C,52,38,6,6
KBS0812,10512,D,68,45,6,6
KBS0812,10560,A,46,52,6,6
KBS0812,10560,B,35,44,6,6
KBS0812,10560,C,56,50,6,6
KBS0812,10560,D,61,43,6,6
KBS0812,10608,A,43,44,6,6
KBS0812,10608,B,57,42,6,6
KBS0812,10608,C,44,47,6,6
KBS0812,10608,D,46,39,6,6
KBS0812,10656,A,57,46,6,6
KBS0812,10656,B,51,32,6,6
KBS0812,10656,C,56,42,6,6
KBS0812,10656,D,66,56,6,6
KBS0812,10704,A,42,56,6,6
KBS0812,10704,B,46,54,6,6
KBS0812,10704,C,56,43,6,6
KBS0812,10704,D,45,40,6,6
KBS0812,10752,A,59,60,6,6
KBS0812,10752,B,58,59,6,6
KBS0812,10752,C,50,71,6,6
KBS0812,10752,D,44,71,6,6
KBS0812,10800,A,41,59,6,6
KBS0812,10800,B,54,52,6,6
KBS0812,10800,C,47,60,6,6
KBS0812,10800,D,58,66,6,6
KBS0812,10848,A,44,54,6,6
KBS0812,10848,B,46,54,6,6
KBS0812,10848,C,48,51,6,6
KBS0812,10848,D,70,37,6,6
KBS0812,10896,A,54,53,6,6
KBS0812,10896,B,50,60,6,6
KBS0812,10896,C,46,48,6,6
KBS0812,10896,D,57,49,6,6
KBS0812,10944,A,51,31,6,6
KBS0812,10944,B,59,61,6,6
KBS0812,10944,C,61,58,6,6
KBS0812,10944,D,38,47,6,6
KBS0812,10992,A,44,47,6,6
KBS0812,10992,B,60,56,6,6
KBS0812,10992,C,47,38,6,6
KBS0812,10992,D,56,55,6,6
KBS0812,11040,A,50,52,6,6
KBS0812,11040,B,40,48,6,6
KBS0812,11040,C,55,73,6,6
KBS0812,11040,D,61,64,6,6
KBS0812,11088,A,54,28,6,6
KBS0812,11088,B,52,40,6,6
KBS0812,11088,C,51,56,6,6
KBS0812,11088,D,55,32,6,6
KBS0812,11136,A,49,45,6,6
KBS0812,11136,B,50,47,6,6
KBS0812,11136,C,58,44,6,6
KBS0812,11136,D,62,57,6,6
KBS0812,11184,A,47,47,6,6
KBS0812,11184,B,55,40,6,6
KBS0812,11184,C,49,63,6,6
KBS0812,11184,D,41,57,6,6
KBS0812,11232,A,56,44,6,6
KBS0812,11232,B,48,43,6,6
KBS0812,11232,C,38,54,6,6
KBS0812,11232,D,69,59,6,6
KBS0812,11280,A,56,54,6,6
KBS0812,11280,B,57,61,6,6
KBS0812,11280,C,55,53,6,6
KBS0812,11280,D,40,65,6,6
KBS0812,11328,A,58,74,6,6
KBS0812,11328,B,59,65,6,6
KBS0812,11328,C,58,76,6,6
KBS0812,11328,D,72,62,6,6
KBS0812,11376,A,56,47,6,6
KBS0812,11376,B,51,41,6,6
KBS0812,11376,C,67,43,6,6
KBS0812,11376,D,58,55,6,6
KBS0812,11424,A,56,39,6,6
KBS0812,11424,B,53,46,6,6
KBS0812,11424,C,44,49,6,6
KBS0812,11424,D,42,39,6,6
KBS0812,11472,A,67,77,6,6
KBS0812,11472,B,82,80,6,6
KBS0812,11472,C,56,85,6,6
KBS0812,11472,D,80,86,6,6
KBS0812,11520,A,53,48,6,6
KBS0812,11520,B,45,42,6,6
KBS0812,11520,C,48,59,6,6
KBS0812,11520,D,64,53,6,6
KBS0812,11568,A,42,66,6,6
KBS0812,11568,B,51,44,6,6
KBS0812,11568,C,44,43,6,6
KBS0812,11568,D,64,38,6,6
KBS0812,11616,A,50,52,6,6
KBS0812,11616,B,83,59,6,6
KBS0812,11616,C,59,70,6,6
KBS0812,11616,D,74,51,6,6
KBS0812,11664,A,55,52,6,6
KBS0812,11664,B,83,76,6,6
KBS0812,11664,C,96,81,6,6
KBS0812,11664,D,85,88,6,6
KBS0812,11712,A,61,63,6,6
KBS0812,11712,B,73,60,6,6
KBS0812,11712,C,83,80,6,6
KBS0812,11712,D,66,74,6,6
KBS0812,11760,A,63,42,6,6
KBS0812,11760,B,40,64,6,6
KBS0812,11760,C,51,79,6,6
KBS0812,11760,D,52,78,6,6
KBS0812,11808,A,79,58,6,6
KBS0812,11808,B,79,72,6,6
KBS0812,11808,C,91,76,6,6
KBS0812,11808,D,96,73,6,6
KBS0812,11856,A,73,58,6,6
KBS0812,11856,B,81,49,6,6
KBS0812,11856,C,70,59,6,6
KBS0812,11856,D,79,48,6,6
KBS0812,11904,A,65,54,6,6
KBS0812,11904,B,104,75,6,6
KBS0812,11904,C,94,46,6,6
KBS0812,11904,D,115,48,6,6
KBS0812,11952,A,54,69,6,6
KBS0812,11952,B,82,82,6,6
KBS0812,11952,C,73,87,6,6
KBS0812,11952,D,64,91,6,6
KBS0812,12000,A,68,77,6,6
KBS0812,12000,B,79,67,6,6
KBS0812,12000,C,74,66,6,6
KBS0812,12000,D,60,53,6,6
KBS0812,12048,A,64,88,6,6
KBS0812,12048,B,66,63,6,6
KBS0812,12048,C,61,82,6,6
KBS0812,12048,D,100,82,6,6
KBS0812,12096,A,54,69,6,6
KBS0812,12096,B,59,70,6,6
KBS0812,12096,C,88,78,6,6
KBS0812,12096,D,66,63,6,6
KBS0812,12144,A,58,46,6,6
KBS0812,12144,B,50,74,6,6
KBS0812,12144,C,57,79,6,6
KBS0812,12144,D,78,66,6,6
KBS0812,12192,A,74,50,6,6
KBS0812,12192,B,78,49,6,6
KBS0812,12192,C,79,56,6,6
KBS0812,12192,D,110,60,6,6
KBS0812,12240,A,78,88,6,6
KBS0812,12240,B,74,63,6,6
KBS0812,12240,C,121,87,6,6
KBS0812,12240,D,72,104,6,6
KBS0812,12288,A,51,56,6,6
KBS0812,12288,B,62,69,6,6
KBS0812,12288,C,65,73,6,6
KBS0812,12288,D,121,80,6,6
KBS0812,12336,A,54,67,6,6
KBS0812,12336,B,84,77,6,6
KBS0812,12336,C,72,84,6,6
KBS0812,12336,D,77,60,6,6
KBS0812,12384,A,68,51,6,6
KBS0812,12384,B,64,66,6,6
KBS0812,12384,C,97,78,6,6
KBS0812,12384,D,86,87,6,6
KBS0812,12432,A,61,47,6,6
KBS0812,12432,B,73,80,6,6
KBS0812,12432,C,87,80,6,6
KBS0812,12432,D,72,104,6,6
KBS0812,12480,A,40,66,6,6
KBS0812,12480,B,51,87,6,6
KBS0812,12480,C,108,90,6,6
KBS0812,12480,D,84,73,6,6
KBS0812,12528,A,61,63,6,6
KBS0812,12528,B,83,55,6,6
KBS0812,12528,C,78,53,6,6
KBS0812,12528,D,82,91,6,6
KBS0812,12576,A,60,59,6,6
KBS0812,12576,B,70,77,6,6
KBS0812,12576,C,51,64,6,6
KBS0812,12576,D,65,70,6,6
KBS0812,12624,A,76,63,6,6
KBS0812,12624,B,51,80,6,6
KBS0812,12624,C,59,78,6,6
KBS0812,12624,D,74,79,6,6
KBS0812,12672,A,62,66,6,6
KBS0812,12672,B,65,70,6,6
KBS0812,12672,C,33,37,6,6
KBS0812,12672,D,63,48,6,6
KBS0812,12720,A,67,66,6,6
KBS0812,12720,B,64,69,6,6
KBS0812,12720,C,61,86,6,6
KBS0812,12720,D,77,77,6,6
KBS0812,12768,A,54,68,6,6
KBS0812,12768,B,80,63,6,6
KBS0812,12768,C,78,52,6,6
KBS0812,12768,D,71,35,6,6
KBS0812,12816,A,63,32,6,6
KBS0812,12816,B,73,43,6,6
KBS0812,12816,C,38,66,6,6
KBS0812,12816,D,41,36,6,6
KBS0812,12864,A,62,58,6,6
KBS0812,12864,B,86,63,6,6
KBS0812,12864,C,71,59,6,6
KBS0812,12864,D,119,85,6,6
KBS0812,12912,A,57,55,6,6
KBS0812,12912,B,76,57,6,6
KBS0812,12912,C,64,75,6,6
KBS0812,12912,D,56,52,6,6
KBS0812,12960,A,53,93,6,6
KBS0812,12960,B,55,69,6,6
KBS0812,12960,C,82,103,6,6
KBS0812,12960,D,70,95,6,6
KBS0812,13008,A,55,61,6,6
KBS0812,13008,B,67,73,6,6
KBS0812,13008,C,62,75,6,6
KBS0812,13008,D,59,76,6,6
KBS0812,13056,A,53,51,6,6
KBS0812,13056,B,69,55,6,6
KBS0812,13056,C,61,56,6,6
KBS0812,13056,D,76,68,6,6
KBS0812,13104,A,64,32,6,6
KBS0812,13104,B,56,59,6,6
KBS0812,13104,C,70,62,6,6
KBS0812,13104,D,38,52,6,6
KBS0812,13152,A,64,54,6,6
KBS0812,13152,B,61,53,6,6
KBS0812,13152,C,71,59,6,6
KBS0812,13152,D,64,62,6,6
KBS0812,13200,A,57,57,6,6
KBS0812,13200,B,65,36,6,6
KBS0812,13200,C,56,56,6,6
KBS0812,13200,D,55,43,6,6
KBS0812,13248,A,78,65,6,6
KBS0812,13248,B,73,56,6,6
KBS0812,13248,C,77,56,6,6
KBS0812,13248,D,77,70,6,6
KBS0812,13296,A,82,27,6,6
KBS0812,13296,B,81,24,6,6
KBS0812,13296,C,59,36,6,6
KBS0812,13296,D,68,35,6,6
KBS0812,13344,A,62,52,6,6
KBS0812,13344,B,53,42,6,6
KBS0812,13344,C,49,53,6,6
KBS0812,13344,D,63,70,6,6
KBS0812,13392,A,55,52,6,6
KBS0812,13392,B,67,53,6,6
KBS0812,13392,C,55,55,6,6
KBS0812,13392,D,48,67,6,6
KBS0812,13440,A,43,47,6,6
KBS0812,13440,B,63,63,6,6
KBS0812,13440,C,63,52,6,6
KBS0812,13440,D,73,71,6,6
KBS0812,13488,A,71,29,6,6
KBS0812,13488,B,52,42,6,6
KBS0812,13488,C,54,39,6,6
KBS0812,13488,D,47,49,6,6
KBS0812,13536,A,66,69,6,6
KBS0812,13536,B,44,78,6,6
KBS0812,13536,C,61,69,6,6
KBS0812,13536,D,46,47,6,6
KBS0812,13584,A,74,94,6,6
KBS0812,13584,B,78,73,6,6
KBS0812,13584,C,47,66,6,6
KBS0812,13584,D,71,79,6,6
KBS0812,13632,A,64,60,6,6
KBS0812,13632,B,79,77,6,6
KBS0812,13632,C,72,77,6,6
KBS0812,13632,D,78,60,6,6
KBS0812,13680,A,71,65,6,6
KBS0812,13680,B,84,68,6,6
KBS0812,13680,C,93,67,6,6
KBS0812,13680,D,86,71,6,6
KBS0812,13728,A,69,70,6,6
KBS0812,13728,B,87,82,6,6
KBS0812,13728,C,92,90,6,6
KBS0812,13728,D,75,71,6,6
KBS0812,13776,A,64,58,6,6
KBS0812,13776,B,77,49,6,6
KBS0812,13776,C,65,76,6,6
KBS0812,13776,D,64,51,6,6
KBS0812,13824,A,81,61,6,6
KBS0812,13824,B,88,88,6,6
KBS0812,13824,C,85,81,6,6
KBS0812,13824,D,81,63,6,6
KBS0812,13872,A,54,75,6,6
KBS0812,13872,B,77,86,6,6
KBS0812,13872,C,68,93,6,6
KBS0812,13872,D,72,67,6,6
KBS0812,13920,A,54,80,6,6
KBS0812,13920,B,71,85,6,6
KBS0812,13920,C,65,82,6,6
KBS0812,13920,D,89,93,6,6
KBS0812,13968,A,73,47,6,6
KBS0812,13968,B,93,73,6,6
KBS0812,13968,C,82,81,6,6
KBS0812,13968,D,65,82,6,6